Generation;Game;Gym name;Gym leader;Pokémon;Level;Gender;Move 1;Move 2;Move 3;Move 4;Held Item;Dynamax
3;Emerald;Lavaridge Gym;Flannery (rematch 4+);Houndoom;51;Male;Roar;Solar Beam;Taunt;Sunny Day;;
3;Emerald;Lavaridge Gym;Flannery (rematch 4+);Rapidash;51;Male;Flamethrower;Attract;Solar Beam;Bounce;;
3;Emerald;Lavaridge Gym;Flannery (rematch 4+);Camerupt;53;Male;Overheat;Sunny Day;Earthquake;Attract;White Herb;
3;Emerald;Lavaridge Gym;Flannery (rematch 4+);Torkoal;55;Male;Overheat;Sunny Day;Explosion;Attract;White Herb;
3;Emerald;Petalburg Gym;Norman;Spinda;27;Male;Teeter Dance;Psybeam;Facade;Encore;;
3;Emerald;Petalburg Gym;Norman;Vigoroth;27;Male;Slash;Facade;Encore;Faint Attack;;
3;Emerald;Petalburg Gym;Norman;Linoone;29;Male;Slash;Belly Drum;Facade;Headbutt;;
3;Emerald;Petalburg Gym;Norman;Slaking;31;Male;Counter;Yawn;Facade;Faint Attack;Sitrus Berry;
3;Emerald;Petalburg Gym;Norman (rematch 1);Chansey;42;Female;Light Screen;Sing;Skill Swap;Focus Punch;;
3;Emerald;Petalburg Gym;Norman (rematch 1);Slaking;42;Male;Blizzard;Shadow Ball;Double-Edge;Fire Blast;Sitrus Berry;
3;Emerald;Petalburg Gym;Norman (rematch 1);Spinda;43;Male;Teeter Dance;Skill Swap;Facade;Hypnosis;;
3;Emerald;Petalburg Gym;Norman (rematch 1);Slaking;45;Male;Hyper Beam;Flamethrower;Thunderbolt;Shadow Ball;Sitrus Berry;
3;Emerald;Petalburg Gym;Norman (rematch 2);Slaking;47;Male;Blizzard;Shadow Ball;Double-Edge;Fire Blast;Sitrus Berry;
3;Emerald;Petalburg Gym;Norman (rematch 2);Chansey;47;Female;Light Screen;Sing;Skill Swap;Focus Punch;;
3;Emerald;Petalburg Gym;Norman (rematch 2);Kangaskhan;45;Female;Fake Out;Dizzy Punch;Endure;Reversal;;
3;Emerald;Petalburg Gym;Norman (rematch 2);Spinda;48;Male;Teeter Dance;Skill Swap;Facade;Hypnosis;;
3;Emerald;Petalburg Gym;Norman (rematch 2);Slaking;50;Male;Hyper Beam;Flamethrower;Thunderbolt;Shadow Ball;Sitrus Berry;
3;Emerald;Petalburg Gym;Norman (rematch 3);Slaking;52;Male;Blizzard;Shadow Ball;Double-Edge;Fire Blast;Sitrus Berry;
3;Emerald;Petalburg Gym;Norman (rematch 3);Blissey;52;Female;Light Screen;Sing;Skill Swap;Focus Punch;;
3;Emerald;Petalburg Gym;Norman (rematch 3);Kangaskhan;50;Female;Fake Out;Dizzy Punch;Endure;Reversal;;
3;Emerald;Petalburg Gym;Norman (rematch 3);Spinda;53;Male;Teeter Dance;Skill Swap;Facade;Hypnosis;;
3;Emerald;Petalburg Gym;Norman (rematch 3);Slaking;55;Male;Hyper Beam;Flamethrower;Thunderbolt;Shadow Ball;Sitrus Berry;
3;Emerald;Petalburg Gym;Norman (rematch 4+);Slaking;57;Male;Blizzard;Shadow Ball;Double-Edge;Fire Blast;Sitrus Berry;
3;Emerald;Petalburg Gym;Norman (rematch 4+);Blissey;57;Female;Protect;Sing;Skill Swap;Focus Punch;;
3;Emerald;Petalburg Gym;Norman (rematch 4+);Kangaskhan;55;Female;Fake Out;Dizzy Punch;Endure;Reversal;;
3;Emerald;Petalburg Gym;Norman (rematch 4+);Tauros;57;Male;Take Down;Protect;Fire Blast;Earthquake;;
3;Emerald;Petalburg Gym;Norman (rematch 4+);Spinda;58;Male;Teeter Dance;Skill Swap;Facade;Hypnosis;;
3;Emerald;Petalburg Gym;Norman (rematch 4+);Slaking;60;Male;Hyper Beam;Flamethrower;Thunderbolt;Shadow Ball;Sitrus Berry;
3;Emerald;Fortree Gym;Winona;Swablu;29;Female;Perish Song;Mirror Move;Safeguard;Aerial Ace;;
3;Emerald;Fortree Gym;Winona;Tropius;29;Female;Sunny Day;Aerial Ace;Solar Beam;Synthesis;;
3;Emerald;Fortree Gym;Winona;Pelipper;30;Female;Water Gun;Supersonic;Protect;Aerial Ace;;
3;Emerald;Fortree Gym;Winona;Skarmory;31;Female;Sand Attack;Fury Attack;Steel Wing;Aerial Ace;;
3;Emerald;Fortree Gym;Winona;Altaria;33;Female;Earthquake;Dragon Breath;Dragon Dance;Aerial Ace;Oran Berry;
3;Emerald;Fortree Gym;Winona (rematch 1);Dratini;40;Male;Thunder Wave;Thunderbolt;Protect;Ice Beam;Sitrus Berry;
3;Emerald;Fortree Gym;Winona (rematch 1);Tropius;38;Male;Sunny Day;Aerial Ace;Solar Beam;Earthquake;;
3;Emerald;Fortree Gym;Winona (rematch 1);Pelipper;41;Male;Surf;Supersonic;Protect;Aerial Ace;;
3;Emerald;Fortree Gym;Winona (rematch 1);Skarmory;43;Male;Whirlwind;Spikes;Steel Wing;Aerial Ace;;
3;Emerald;Fortree Gym;Winona (rematch 1);Altaria;45;Male;Aerial Ace;Rest;Dragon Dance;Earthquake;Chesto Berry;
3;Emerald;Fortree Gym;Winona (rematch 2);Hoothoot;43;Male;Hypnosis;Psychic;Reflect;Dream Eater;;
3;Emerald;Fortree Gym;Winona (rematch 2);Tropius;43;Male;Sunny Day;Aerial Ace;Solar Beam;Earthquake;;
3;Emerald;Fortree Gym;Winona (rematch 2);Dragonair;45;Male;Thunder Wave;Thunderbolt;Protect;Ice Beam;Sitrus Berry;
3;Emerald;Fortree Gym;Winona (rematch 2);Pelipper;46;Male;Surf;Supersonic;Protect;Aerial Ace;;
3;Emerald;Fortree Gym;Winona (rematch 2);Skarmory;48;Male;Whirlwind;Spikes;Steel Wing;Aerial Ace;;
3;Emerald;Fortree Gym;Winona (rematch 2);Altaria;50;Male;Aerial Ace;Rest;Dragon Dance;Earthquake;Chesto Berry;
3;Emerald;Fortree Gym;Winona (rematch 3);Noctowl;48;Male;Hypnosis;Psychic;Reflect;Dream Eater;;
3;Emerald;Fortree Gym;Winona (rematch 3);Tropius;49;Male;Sunny Day;Aerial Ace;Solar Beam;Earthquake;;
3;Emerald;Fortree Gym;Winona (rematch 3);Dragonair;50;Male;Thunder Wave;Thunderbolt;Protect;Ice Beam;Sitrus Berry;
3;Emerald;Fortree Gym;Winona (rematch 3);Pelipper;51;Male;Surf;Supersonic;Protect;Aerial Ace;;
3;Emerald;Fortree Gym;Winona (rematch 3);Skarmory;53;Male;Whirlwind;Spikes;Steel Wing;Aerial Ace;;
3;Emerald;Fortree Gym;Winona (rematch 3);Altaria;55;Male;Aerial Ace;Rest;Dragon Dance;Earthquake;Chesto Berry;
3;Emerald;Fortree Gym;Winona (rematch 4+);Noctowl;53;Male;Hypnosis;Psychic;Reflect;Dream Eater;;
3;Emerald;Fortree Gym;Winona (rematch 4+);Tropius;54;Male;Sunny Day;Aerial Ace;Solar Beam;Earthquake;;
3;Emerald;Fortree Gym;Winona (rematch 4+);Pelipper;55;Male;Surf;Supersonic;Protect;Aerial Ace;;
3;Emerald;Fortree Gym;Winona (rematch 4+);Dragonite;55;Male;Hyper Beam;Thunderbolt;Earthquake;Ice Beam;Sitrus Berry;
3;Emerald;Fortree Gym;Winona (rematch 4+);Skarmory;58;Male;Spikes;Whirlwind;Steel Wing;Aerial Ace;;
3;Emerald;Fortree Gym;Winona (rematch 4+);Altaria;60;Male;Sky Attack;Rest;Dragon Dance;Earthquake;Chesto Berry;
3;Emerald;Mossdeep Gym;Tate & Liza;Claydol;41;N/A;Earthquake;Ancient Power;Psychic;Light Screen;;
3;Emerald;Mossdeep Gym;Tate & Liza;Xatu;41;Male;Psychic;Sunny Day;Confuse Ray;Calm Mind;;
3;Emerald;Mossdeep Gym;Tate & Liza;Lunatone;42;N/A;Light Screen;Psychic;Hypnosis;Calm Mind;Sitrus Berry;
3;Emerald;Mossdeep Gym;Tate & Liza;Solrock;42;N/A;Sunny Day;Solar Beam;Psychic;Flamethrower;Sitrus Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 1);Slowpoke;48;Male;Yawn;Psychic;Calm Mind;Protect;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 1);Claydol;49;N/A;Earthquake;Ancient Power;Psychic;Light Screen;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 1);Xatu;49;Male;Psychic;Rest;Confuse Ray;Calm Mind;Chesto Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 1);Lunatone;50;N/A;Earthquake;Psychic;Rest;Calm Mind;Chesto Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 1);Solrock;50;N/A;Sunny Day;Solar Beam;Psychic;Flamethrower;Sitrus Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 2);Drowzee;53;Male;Hypnosis;Dream Eater;Headbutt;Protect;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 2);Slowpoke;53;Male;Yawn;Psychic;Calm Mind;Protect;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 2);Claydol;54;N/A;Earthquake;Explosion;Psychic;Light Screen;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 2);Xatu;54;Male;Psychic;Rest;Confuse Ray;Calm Mind;Chesto Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 2);Lunatone;55;N/A;Earthquake;Psychic;Rest;Calm Mind;Chesto Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 2);Solrock;55;N/A;Sunny Day;Solar Beam;Psychic;Flamethrower;Sitrus Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 3);Hypno;58;Male;Hypnosis;Dream Eater;Headbutt;Protect;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 3);Claydol;59;N/A;Earthquake;Explosion;Psychic;Light Screen;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 3);Slowpoke;58;Male;Yawn;Psychic;Calm Mind;Protect;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 3);Xatu;59;Male;Psychic;Rest;Confuse Ray;Calm Mind;Chesto Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 3);Lunatone;60;N/A;Earthquake;Psychic;Rest;Calm Mind;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 3);Solrock;60;N/A;Sunny Day;Solar Beam;Psychic;Flamethrower;Sitrus Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 4+);Hypno;63;Male;Hypnosis;Dream Eater;Headbutt;Protect;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 4+);Claydol;64;N/A;Earthquake;Explosion;Psychic;Light Screen;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 4+);Slowking;63;Male;Yawn;Psychic;Calm Mind;Protect;;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 4+);Xatu;64;Male;Psychic;Rest;Confuse Ray;Calm Mind;Chesto Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 4+);Lunatone;65;N/A;Earthquake;Psychic;Rest;Calm Mind;Chesto Berry;
3;Emerald;Mossdeep Gym;Tate & Liza (rematch 4+);Solrock;65;N/A;Sunny Day;Solar Beam;Psychic;Flamethrower;Sitrus Berry;
3;Emerald;Sootopolis Gym;Juan;Luvdisc;41;Female;Water Pulse;Attract;Sweet Kiss;Flail;;
3;Emerald;Sootopolis Gym;Juan;Whiscash;41;Male;Rain Dance;Water Pulse;Amnesia;Earthquake;;
3;Emerald;Sootopolis Gym;Juan;Sealeo;43;Male;Encore;Body Slam;Aurora Beam;Water Pulse;;
3;Emerald;Sootopolis Gym;Juan;Crawdaunt;43;Male;Water Pulse;Crabhammer;Taunt;Leer;;
3;Emerald;Sootopolis Gym;Juan;Kingdra;46;Male;Water Pulse;Double Team;Ice Beam;Rest;Chesto Berry;
3;Emerald;Sootopolis Gym;Juan (rematch 1);Poliwag;46;Male;Hypnosis;Rain Dance;Protect;Hydro Pump;;
3;Emerald;Sootopolis Gym;Juan (rematch 1);Whiscash;46;Male;Rain Dance;Water Pulse;Double Team;Fissure;;
3;Emerald;Sootopolis Gym;Juan (rematch 1);Walrein;48;Male;Water Pulse;Body Slam;Protect;Ice Beam;;
3;Emerald;Sootopolis Gym;Juan (rematch 1);Crawdaunt;48;Male;Rest;Crabhammer;Taunt;Double Team;;
3;Emerald;Sootopolis Gym;Juan (rematch 1);Kingdra;51;Male;Water Pulse;Double Team;Ice Beam;Rest;;
3;Emerald;Sootopolis Gym;Juan (rematch 2);Poliwhirl;50;Male;Hypnosis;Rain Dance;Protect;Hydro Pump;;
3;Emerald;Sootopolis Gym;Juan (rematch 2);Whiscash;51;Male;Rain Dance;Water Pulse;Double Team;Fissure;;
3;Emerald;Sootopolis Gym;Juan (rematch 2);Walrein;53;Male;Water Pulse;Body Slam;Protect;Ice Beam;;
3;Emerald;Sootopolis Gym;Juan (rematch 2);Crawdaunt;53;Male;Rest;Guillotine;Taunt;Double Team;Chesto Berry;
3;Emerald;Sootopolis Gym;Juan (rematch 2);Kingdra;56;Male;Water Pulse;Double Team;Ice Beam;Rest;Chesto Berry;
3;Emerald;Sootopolis Gym;Juan (rematch 3);Lapras;56;Male;Hydro Pump;Perish Song;Ice Beam;Confuse Ray;;
3;Emerald;Sootopolis Gym;Juan (rematch 3);Whiscash;58;Male;Rain Dance;Water Pulse;Double Team;Fissure;;
3;Emerald;Sootopolis Gym;Juan (rematch 3);Poliwhirl;56;Male;Hypnosis;Rain Dance;Protect;Hydro Pump;;
3;Emerald;Sootopolis Gym;Juan (rematch 3);Walrein;58;Male;Water Pulse;Body Slam;Protect;Ice Beam;;
3;Emerald;Sootopolis Gym;Juan (rematch 3);Crawdaunt;58;Male;Rest;Guillotine;Taunt;Double Team;Chesto Berry;
3;Emerald;Sootopolis Gym;Juan (rematch 3);Kingdra;61;Male;Water Pulse;Double Team;Ice Beam;Rest;Chesto Berry;
3;Emerald;Sootopolis Gym;Juan (rematch 4+);Lapras;61;Male;Hydro Pump;Perish Song;Ice Beam;Confuse Ray;;
3;Emerald;Sootopolis Gym;Juan (rematch 4+);Whiscash;63;Male;Rain Dance;Water Pulse;Double Team;Fissure;;
3;Emerald;Sootopolis Gym;Juan (rematch 4+);Politoed;61;Male;Hypnosis;Rain Dance;Hydro Pump;Perish Song;;
3;Emerald;Sootopolis Gym;Juan (rematch 4+);Walrein;63;Male;Water Pulse;Body Slam;Protect;Sheer Cold;;
3;Emerald;Sootopolis Gym;Juan (rematch 4+);Crawdaunt;63;Male;Rest;Guillotine;Taunt;Double Team;Chesto Berry;
3;Emerald;Sootopolis Gym;Juan (rematch 4+);Kingdra;66;Male;Water Pulse;Double Team;Ice Beam;Rest;Chesto Berry;
3;Emerald;Pokemon League;Sidney;Mightyena;46;Male;Roar;Double-Edge;Sand Attack;Crunch;;
3;Emerald;Pokemon League;Sidney;Shiftry;48;Male;Torment;Double Team;Swagger;Extrasensory;;
3;Emerald;Pokemon League;Sidney;Cacturne;46;Male;Leech Seed;Faint Attack;Needle Arm;Cotton Spore;;
3;Emerald;Pokemon League;Sidney;Crawdaunt;48;Male;Surf;Swords Dance;Strength;Facade;;
3;Emerald;Pokemon League;Sidney;Absol;49;Male;Aerial Ace;Rock Slide;Swords Dance;Slash;Sitrus Berry;
3;Emerald;Pokemon League;Phoebe;Dusclops;48;Female;Shadow Punch;Confuse Ray;Curse;Protect;;
3;Emerald;Pokemon League;Phoebe;Banette;49;Female;Shadow Ball;Grudge;Will-O-Wisp;Faint Attack;;
3;Emerald;Pokemon League;Phoebe;Sableye;50;Female;Shadow Ball;Double Team;Night Shade;Faint Attack;;
3;Emerald;Pokemon League;Phoebe;Banette;49;Female;Shadow Ball;Psychic;Thunderbolt;Facade;;
3;Emerald;Pokemon League;Phoebe;Dusclops;51;Female;Shadow Ball;Ice Beam;Rock Slide;Earthquake;Sitrus Berry;
3;Emerald;Pokemon League;Glacia;Sealeo;50;Female;Encore;Body Slam;Hail;Ice Ball;;
3;Emerald;Pokemon League;Glacia;Glalie;50;Female;Light Screen;Crunch;Icy Wind;Ice Beam;;
3;Emerald;Pokemon League;Glacia;Sealeo;52;Female;Attract;Double-Edge;Hail;Blizzard;;
3;Emerald;Pokemon League;Glacia;Glalie;52;Female;Shadow Ball;Explosion;Hail;Ice Beam;;
3;Emerald;Pokemon League;Glacia;Walrein;53;Female;Surf;Body Slam;Ice Beam;Sheer Cold;Sitrus Berry;
3;Emerald;Pokemon League;Drake;Shelgon;52;Male;Rock Tomb;Dragon Claw;Protect;Double-Edge;;
3;Emerald;Pokemon League;Drake;Altaria;54;Male;Double-Edge;Dragon Breath;Dragon Dance;Aerial Ace;;
3;Emerald;Pokemon League;Drake;Kingdra;53;Male;Smoke Screen;Dragon Dance;Surf;Body Slam;;
3;Emerald;Pokemon League;Drake;Flygon;53;Male;Flamethrower;Crunch;Dragon Breath;Earthquake;;
3;Emerald;Pokemon League;Drake;Salamence;55;Male;Flamethrower;Dragon Claw;Rock Slide;Crunch;Sitrus Berry;
3;Emerald;Pokemon League;Wallace;Wailord;57;Male;Rain Dance;Water Sprout;Double-Edge;Blizzard;;
3;Emerald;Pokemon League;Wallace;Tentacruel;55;Male;Toxic;Hydro Pump;Sludge Bomb;Ice Beam;;
3;Emerald;Pokemon League;Wallace;Ludicolo;56;Male;Giga Drain;Surf;Leech Seed;Double Team;;
3;Emerald;Pokemon League;Wallace;Whiscash;56;Male;Earthquake;Surf;Amnesia;Hyper Beam;;
3;Emerald;Pokemon League;Wallace;Gyarados;56;Male;Dragon Dance;Earthquake;Hyper Beam;Surf;;
3;Emerald;Pokemon League;Wallace;Milotic;58;Male;Recover;Surf;Ice Beam;Toxic;Sitrus Berry;
3;FireRed;Pewter Gym;Brock;Geodude;12;Male;Tackle;Defense Curl;;;;
3;FireRed;Pewter Gym;Brock;Onix;14;Male;Tackle;Bind;Rock Tomb;;;
3;FireRed;Cerulean Gym;Misty;Staryu;18;N/A;Tackle;Harden;Recover;Water Pulse;;
3;FireRed;Cerulean Gym;Misty;Starmie;21;N/A;Rapid Spin;Swift;Recover;Water Pulse;;
3;FireRed;Vermilion Gym;Lt. Surge;Voltorb;21;N/A;Shock Wave;Tackle;Screech;Sonic Boom;;
3;FireRed;Vermilion Gym;Lt. Surge;Pikachu;18;Male;Shock Wave;Thunder Wave;Quick Attack;Double Team;;
3;FireRed;Vermilion Gym;Lt. Surge;Raichu;24;Male;Shock Wave;Thunder Wave;Quick Attack;Double Team;;
3;FireRed;Celadon Gym;Erika;Victreebel;29;Female;Stun Spore;Acid;Poison Powder;Giga Drain;;
3;FireRed;Celadon Gym;Erika;Tangela;24;Female;Poison Powder;Constrict;Ingrain;Giga Drain;;
3;FireRed;Celadon Gym;Erika;Vileplume;29;Female;Sleep Powder;Acid;Stun Spore;Giga Drain;;
3;FireRed;Fuchsia Gym;Koga;Koffing;37;Male;Self-Destruct;Sludge;Smoke Screen;Toxic;;
3;FireRed;Fuchsia Gym;Koga;Muk;39;Male;Minimize;Sludge;Acid Armor;Toxic;;
3;FireRed;Fuchsia Gym;Koga;Koffing;37;Male;Self-Destruct;Sludge;Smoke Screen;Toxic;;
3;FireRed;Fuchsia Gym;Koga;Weezing;43;Male;Tackle;Sludge;Smoke Screen;Toxic;;
3;FireRed;Saffron Gym;Sabrina;Kadabra;38;Male;Psybeam;Reflect;Future Sight;Calm Mind;;
3;FireRed;Saffron Gym;Sabrina;Mr. Mime;37;Female;Barrier;Psybeam;Baton Pass;Calm Mind;;
3;FireRed;Saffron Gym;Sabrina;Venomoth;38;Female;Psybeam;Gust;Leech Life;Supersonic;;
3;FireRed;Saffron Gym;Sabrina;Alakazam;43;Male;Psychic;Recover;Future Sight;Calm Mind;;
3;FireRed;Cinnabar Gym;Blaine;Growlithe;42;Male;Bite;Roar;Take Down;Fire Blast;;
3;FireRed;Cinnabar Gym;Blaine;Ponyta;40;Male;Stomp;Bounce;Fire Spin;Fire Blast;;
3;FireRed;Cinnabar Gym;Blaine;Rapidash;42;Male;Stomp;Bounce;Fire Spin;Fire Blast;;
3;FireRed;Cinnabar Gym;Blaine;Arcanine;47;Male;Bite;Roar;Take Down;Fire Blast;;
3;FireRed;Viridian Gym;Giovanni;Rhyhorn;45;Male;Take Down;Rock Blast;Scary Face;Earthquake;;
3;FireRed;Viridian Gym;Giovanni;Dugtrio;42;Male;Slash;Sand Tomb;Mud-Slap;Earthquake;;
3;FireRed;Viridian Gym;Giovanni;Nidoqueen;44;Female;Double Kick;Earthquake;Poison Sting;Body Slam;;
3;FireRed;Viridian Gym;Giovanni;Nidoking;45;Male;Double Kick;Earthquake;Poison Sting;Thrash;;
3;FireRed;Viridian Gym;Giovanni;Rhyhorn;50;Male;Take Down;Rock Blast;Scary Face;Earthquake;;
3;FireRed;Pokemon League;Lorelei;Dewgong;52;Female;Surf;Ice Beam;Hail;Safeguard;;
3;FireRed;Pokemon League;Lorelei;Cloyster;51;Female;Spikes;Dive;Hail;Protect;;
3;FireRed;Pokemon League;Lorelei;Slowbro;52;Female;Ice Beam;Surf;Amnesia;Yawn;;
3;FireRed;Pokemon League;Lorelei;Jynx;54;Female;Double Slap;Ice Punch;Lovely Kiss;Attract;;
3;FireRed;Pokemon League;Lorelei;Lapras;54;Female;Body Slam;Confuse Ray;Surf;Ice Beam;Sitrus Berry;
3;FireRed;Pokemon League;Bruno;Onix;51;Male;Earthquake;Rock Tomb;Iron Tail;Roar;;
3;FireRed;Pokemon League;Bruno;Hitmonchan;53;Male;Sky Uppercut;Mach Punch;Rock Tomb;Counter;;
3;FireRed;Pokemon League;Bruno;Hitmonlee;53;Male;Mega Kick;Foresight;Brick Break;Facade;;
3;FireRed;Pokemon League;Bruno;Onix;54;Male;Double-Edge;Iron Tail;Earthquake;Sand Tomb;;
3;FireRed;Pokemon League;Bruno;Machamp;56;Male;Bulk Up;Cross Chop;Scary Face;Rock Tomb;Sitrus Berry;
3;FireRed;Pokemon League;Agatha;Gengar;54;Female;Confuse Ray;Shadow Punch;Double Team;Toxic;;
3;FireRed;Pokemon League;Agatha;Golbat;54;Female;Confuse Ray;Bite;Air Cutter;Poison Fang;;
3;FireRed;Pokemon League;Agatha;Haunter;53;Female;Mean Look;Curse;Hypnosis;Dream Eater;;
3;FireRed;Pokemon League;Agatha;Arbok;56;Female;Bite;Sludge Bomb;Screech;Iron Tail;;
3;FireRed;Pokemon League;Agatha;Gengar;58;Female;Shadow Ball;Sludge Bomb;Hypnosis;Nightmare;Sitrus Berry;
3;FireRed;Pokemon League;Lance;Gyarados;56;Male;Bite;Dragon Rage;Twister;Hyper Beam;;
3;FireRed;Pokemon League;Lance;Dragonair;54;Male;Safeguard;Outrage;Dragon Rage;Hyper Beam;;
3;FireRed;Pokemon League;Lance;Dragonair;55;Male;Safeguard;Outrage;Thunder Wave;Hyper Beam;;
3;FireRed;Pokemon League;Lance;Aerodactyl;58;Male;Wing Attack;Ancient Power;Scary Face;Hyper Beam;;
3;FireRed;Pokemon League;Lance;Dragonite;60;Male;Safeguard;Outrage;Wing Attack;Hyper Beam;Sitrus Berry;
3;FireRed;Pokemon League;Blue (starter: Bulbasaur);Pidgeot;59;Male;Aerial Ace;Feather Dance;Sand Attack;Whirlwind;;
3;FireRed;Pokemon League;Blue (starter: Bulbasaur);Alakazam;57;Male;Psychic;Reflect;Future Sight;Recover;;
3;FireRed;Pokemon League;Blue (starter: Bulbasaur);Rhydon;59;Male;Rock Tomb;Take Down;Earthquake;Scary Face;;
3;FireRed;Pokemon League;Blue (starter: Bulbasaur);Gyarados;61;Male;Hydro Pump;Dragon Rage;Bite;Thrash;;
3;FireRed;Pokemon League;Blue (starter: Bulbasaur);Exeggutor;59;Male;Sleep Powder;Light Screen;Giga Drain;Egg Bomb;;
3;FireRed;Pokemon League;Blue (starter: Bulbasaur);Charizard;63;Male;Fire Blast;Aerial Ace;Slash;Fire Spin;Sitrus Berry;
3;FireRed;Pokemon League;Blue (starter: Charmander);Pidgeot;59;Male;Aerial Ace;Feather Dance;Sand Attack;Whirlwind;;
3;FireRed;Pokemon League;Blue (starter: Charmander);Alakazam;57;Male;Psychic;Reflect;Future Sight;Recover;;
3;FireRed;Pokemon League;Blue (starter: Charmander);Rhydon;59;Male;Rock Tomb;Take Down;Earthquake;Scary Face;;
3;FireRed;Pokemon League;Blue (starter: Charmander);Exeggutor;61;Male;Sleep Powder;Light Screen;Giga Drain;Egg Bomb;;
3;FireRed;Pokemon League;Blue (starter: Charmander);Arcanine;59;Male;Flamethrower;Extreme Speed;Bite;Roar;;
3;FireRed;Pokemon League;Blue (starter: Charmander);Blastoise;63;Male;Rain Dance;Hydro Pump;Bite;Skull Bash;Sitrus Berry;
3;FireRed;Pokemon League;Blue (starter: Squirtle);Pidgeot;59;Male;Aerial Ace;Feather Dance;Sand Attack;Whirlwind;;
3;FireRed;Pokemon League;Blue (starter: Squirtle);Alakazam;57;Male;Psychic;Reflect;Future Sight;Recover;;
3;FireRed;Pokemon League;Blue (starter: Squirtle);Rhydon;59;Male;Rock Tomb;Take Down;Earthquake;Scary Face;;
3;FireRed;Pokemon League;Blue (starter: Squirtle);Arcanine;61;Male;Flamethrower;Extreme Speed;Bite;Roar;;
3;FireRed;Pokemon League;Blue (starter: Squirtle);Gyarados;59;Male;Hydro Pump;Dragon Rage;Bite;Thrash;;
3;FireRed;Pokemon League;Blue (starter: Squirtle);Venusaur;63;Male;Growth;Sunny Day;Solar Beam;Synthesis;Sitrus Berry;
3;FireRed;Pokemon League;Lorelei (rematch);Dewgong;64;Male;Surf;Ice Beam;Signal Beam;Double Team;;
3;FireRed;Pokemon League;Lorelei (rematch);Cloyster;63;Male;Rain Dance;Surf;Ice Beam;Supersonic;;
3;FireRed;Pokemon League;Lorelei (rematch);Piloswine;63;Male;Earthquake;Blizzard;Double-Edge;Rock Slide;;
3;FireRed;Pokemon League;Lorelei (rematch);Jynx;66;Female;Psychic;Ice Beam;Lovely Kiss;Attract;;
3;FireRed;Pokemon League;Lorelei (rematch);Lapras;66;Male;Psychic;Thunder;Surf;Ice Beam;Cheri Berry;
3;FireRed;Pokemon League;Bruno (rematch);Steelix;65;Male;Earthquake;Rock Tomb;Iron Tail;Crunch;;
3;FireRed;Pokemon League;Bruno (rematch);Hitmonchan;65;Male;Sky Uppercut;Mach Punch;Rock Slide;Counter;;
3;FireRed;Pokemon League;Bruno (rematch);Hitmonlee;65;Male;Mega Kick;Foresight;Earthquake;Rock Slide;;
3;FireRed;Pokemon League;Bruno (rematch);Steelix;66;Male;Dragon Breath;Iron Tail;Earthquake;Crunch;;
3;FireRed;Pokemon League;Bruno (rematch);Machamp;68;Male;Brick Break;Cross Chop;Earthquake;Rock Slide;Persim Berry;
3;FireRed;Pokemon League;Agatha (rematch);Gengar;66;Male;Confuse Ray;Shadow Punch;Hypnosis;Psychic;;
3;FireRed;Pokemon League;Agatha (rematch);Crobat;66;Male;Confuse Ray;Shadow Ball;Air Cutter;Sludge Bomb;;
3;FireRed;Pokemon League;Agatha (rematch);Misdreavus;65;Male;Shadow Ball;Thunderbolt;Psychic;Attract;;
3;FireRed;Pokemon League;Agatha (rematch);Arbok;68;Male;Double Team;Sludge Bomb;Earthquake;Giga Drain;;
3;FireRed;Pokemon League;Agatha (rematch);Gengar;70;Male;Shadow Ball;Sludge Bomb;Psychic;Thunderbolt;Chesto Berry;
3;FireRed;Pokemon League;Lance (rematch);Gyarados;68;Male;Dragon Dance;Earthquake;Thunder Wave;Hyper Beam;;
3;FireRed;Pokemon League;Lance (rematch);Dragonite;66;Male;Flamethrower;Dragon Claw;Earthquake;Hyper Beam;;
3;FireRed;Pokemon League;Lance (rematch);Kingdra;66;Male;Dragon Dance;Surf;Ice Beam;Hyper Beam;;
